accession,uid,voucher,subname,subtype,source_identifier,institution_code,specimen_id,specimen_idA,specimen_idB,definition
KF647243,558705299,ILL_144,"ILL_144|male|Russia: Dosang vill., Astrakhan area|02-May-2009|K. Boyazitov",specimen_voucher|sex|country|collection_date|collected_by,ILL_144,,ILL_144,,,"Praephilotes anthracias voucher ILL_144 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
GQ357590,257133829,NW143-7,NW143-7|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Proterebia,specimen_voucher|old_lineage,NW143-7,,NW143-7,,,"Proterebia afra voucher NW143-7 ribosomal protein S5 (RpS5) gene, partial cds"
GQ357460,257133569,NW143-7,NW143-7|root; cellular organisms; Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Proterebia,specimen_voucher|old_lineage,NW143-7,,NW143-7,,,"Proterebia afra voucher NW143-7 glyceraldehyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
GQ357353,257133355,NW143-7,NW143-7|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Proterebia,specimen_voucher|old_lineage,NW143-7,,NW143-7,,,"Proterebia afra voucher NW143-7 wingless (wgl) gene, partial cds"
GQ357288,257133225,NW143-7,NW143-7|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Proterebia,specimen_voucher|old_lineage,NW143-7,,NW143-7,,,"Proterebia afra voucher NW143-7 elongation factor-1 alpha (EF-1 alpha) gene, partial cds"
GQ357221,257133091,NW143-7,NW143-7|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Proterebia,specimen_voucher|old_lineage,NW143-7,,NW143-7,,,"Proterebia afra voucher NW143-7 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
KU499975,1046911104,LA86,"LA86|Pseudochazara anthelea amalthea|adult|Macedonia: Veles, Topolka|41.6985 N 21.7821 E|2010|Filip Franeta|Rudi Verovnik",specimen_voucher|old_name|dev_stage|country|lat_lon|collection_date|collected_by|identified_by,LA86,,LA86,,,"Pseudochazara amalthea voucher LA86 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
KU499981,1046911116,LA94,"LA94|Pseudochazara mamurra amymone|adult|Albania: Drenove, Korce|40.5892 N 20.8084 E|2013|Filip Franeta|Rudi Verovnik",specimen_voucher|old_name|dev_stage|country|lat_lon|collection_date|collected_by|identified_by,LA94,,LA94,,,"Pseudochazara amymone voucher LA94 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
MN140449,1712402655,RPVL-00047,"LEP-SS-00047|Italy: Calabria, ROGLIANO|39.1719 N 16.3519 E|24-Apr-2014|SCALERCIO S.|Stefano Scalercio",specimen_voucher|country|lat_lon|collection_date|collected_by|identified_by,LEP-SS-00047,,LEP-SS-00047,,,"Glaucopsyche alexis voucher LEP-SS-00047 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
KU499961,1046911076,LA24,"LA24|adult|Macedonia: Pletvar Pass, Prilep|41.3742 N 21.6467 E|14-Jul-2010|Rudi Verovnik|Rudi Verovnik",specimen_voucher|dev_stage|country|lat_lon|collection_date|collected_by|identified_by,LA24,,LA24,,,"Pseudochazara cingovskii voucher LA24 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
KU499964,1046911082,LA75,LA75|adult|Macedonia: Galicica Pass|40.9563 N 20.816 E|30-Jul-2013|Filip Franeta|Rudi Verovnik,specimen_voucher|dev_stage|country|lat_lon|collection_date|collected_by|identified_by,LA75,,LA75,,,"Pseudochazara geyeri occidentalis voucher LA75 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
KU499966,1046911086,LA77,"LA77|adult|Greece: Katara Pass, Metsova|39.793 N 21.2045 E|22-Jul-2012|Filip Franeta|Rudi Verovnik",specimen_voucher|dev_stage|country|lat_lon|collection_date|collected_by|identified_by,LA77,,LA77,,,"Pseudochazara graeca voucher LA77 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
FJ664020,227436973,2005-LOWA-680,2005-LOWA-680|Kazakhstan|43.333 N 74.95 E|28-Jun-1993|Vladimir Lukhtanov|Vladimir A. Lukhtanov,specimen_voucher|country|lat_lon|collection_date|collected_by|identified_by,2005-LOWA-680,,2005-LOWA-680,,,"Pseudochazara hippolyte mercurius voucher 2005-LOWA-680 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
KU499965,1046911084,LA76,LA76|adult|Greece: Falakro Mt.|41.2689 N 24.0657 E|07-Jul-2013|Filip Franeta|Rudi Verovnik,specimen_voucher|dev_stage|country|lat_lon|collection_date|collected_by|identified_by,LA76,,LA76,,,"Pseudochazara orestes voucher LA76 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
KU499969,1046911092,LA80,"LA80|Pseudochazara mniszechii tisiphone|adult|Albania: Drenove, Korce|40.5892 N 20.8084 E|21-Jul-2013|Rudi Verovnik|Rudi Verovnik",specimen_voucher|old_name|dev_stage|country|lat_lon|collection_date|collected_by|identified_by,LA80,,LA80,,,"Pseudochazara tisiphone voucher LA80 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
JF262049,328488262,RV08H435,"RV08H435|Spain: Madrid, Campo Real",specimen_voucher|country,RV08H435,,RV08H435,,,"Pseudophilotes abencerragus voucher RV08H435 cytochrome oxidase subunit I gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome oxidase subunit II gene, partial cds; mitochondrial"
HQ917957,336112520,RV08H435,"RV08H435|Spain: Madrid, Campo Real",specimen_voucher|country,RV08H435,,RV08H435,,,"Pseudophilotes abencerragus voucher RV08H435 28S ribosomal RNA gene, partial sequence"
HQ917989,336112482,RV08H435,"RV08H435|Spain: Madrid, Campo Real",specimen_voucher|country,RV08H435,,RV08H435,,,"Pseudophilotes abencerragus voucher RV08H435 histone H3 (H3) gene, partial cds"
HQ918019,336112240,RV08H435,"RV08H435|Spain: Madrid, Campo Real",specimen_voucher|country,RV08H435,,RV08H435,,,"Pseudophilotes abencerragus voucher RV08H435 wingless (wg) gene, partial cds"
JF271998,336112188,RV08H435,"RV08H435|Spain: Madrid, Campo Real",specimen_voucher|country,RV08H435,,RV08H435,,,"Pseudophilotes abencerragus voucher RV08H435 elongation factor-1 alpha (EF1a) gene, partial cds"
AY675369,56123376,MAT99Q829,MAT99Q829; M. Travassos (MCZ DNA and Tissue Collection; Harvard)|Spain: Urus,specimen_voucher|country,MAT99Q829; M. Travassos (MCZ DNA and Tissue Collection; Harvard),,,MAT99Q829, M. Travassos (MCZ DNA and Tissue Collection; Harvard),"Pseudophilotes baton voucher MAT99Q829 elongation factor-1 alpha (EF1a) gene, partial cds"
AY675416,55982717,MAT99Q829,MAT99Q829; M. Travassos (MCZ DNA and Tissue Collection; Harvard)|Spain: Urus,specimen_voucher|country,MAT99Q829; M. Travassos (MCZ DNA and Tissue Collection; Harvard),,,MAT99Q829, M. Travassos (MCZ DNA and Tissue Collection; Harvard),"Pseudophilotes baton voucher MAT99Q829 cytochrome oxidase subunit I (COI) gene, partial cds; tRNA-Leu (trnL) gene, complete sequence; and cytochrome oxidase subunit I (COII) gene, partial cds; mitochondrial"
HQ918034,336112360,MAT99Q829,"MAT99Q829|rebeli|Maculinea rebeli|Spain: Catalonia, Urus",specimen_voucher|sub_species|old_name|country,MAT99Q829,,MAT99Q829,,,"Phengaris alcon rebeli voucher MAT99Q829 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
AY675358,56123354,AD00P155,AD00P155; A. Dantchenko (MCZ DNA and Tissue Collection; Harvard)|Russia: Volgograd,specimen_voucher|country,AD00P155; A. Dantchenko (MCZ DNA and Tissue Collection; Harvard),,,AD00P155, A. Dantchenko (MCZ DNA and Tissue Collection; Harvard),"Pseudophilotes bavius voucher AD00P155 elongation factor-1 alpha (EF1a) gene, partial cds"
AY675405,55982684,AD00P155,AD00P155; A. Dantchenko (MCZ DNA and Tissue Collection; Harvard)|Russia: Volgograd,specimen_voucher|country,AD00P155; A. Dantchenko (MCZ DNA and Tissue Collection; Harvard),,,AD00P155, A. Dantchenko (MCZ DNA and Tissue Collection; Harvard),"Pseudophilotes bavius voucher AD00P155 cytochrome oxidase subunit I (COI) gene, partial cds; tRNA-Leu (trnL) gene, complete sequence; and cytochrome oxidase subunit I (COII) gene, partial cds; mitochondrial"
HQ917955,336112518,AD00P155,AD00P155|Russia: Volgograd,specimen_voucher|country,AD00P155,,AD00P155,,,"Pseudophilotes bavius voucher AD00P155 28S ribosomal RNA gene, partial sequence"
HQ917987,336112478,AD00P155,AD00P155|Russia: Volgograd,specimen_voucher|country,AD00P155,,AD00P155,,,"Pseudophilotes bavius voucher AD00P155 histone H3 (H3) gene, partial cds"
HQ918017,336112236,AD00P155,AD00P155|Russia: Volgograd,specimen_voucher|country,AD00P155,,AD00P155,,,"Pseudophilotes bavius voucher AD00P155 wingless (wg) gene, partial cds"
HQ918041,336112374,AD00P155,AD00P155|Russia: Volgograd,specimen_voucher|country,AD00P155,,AD00P155,,,"Pseudophilotes bavius voucher AD00P155 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
JF262060,328488295,RV06H852,"RV06H852|Spain: Barcelona, Vallforners",specimen_voucher|country,RV06H852,,RV06H852,,,"Pseudophilotes panoptes voucher RV06H852 cytochrome oxidase subunit I gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome oxidase subunit II gene, partial cds; mitochondrial"
HQ917958,336112521,RV06H852,"RV06H852|Spain: Barcelona, Vallforners",specimen_voucher|country,RV06H852,,RV06H852,,,"Pseudophilotes panoptes voucher RV06H852 28S ribosomal RNA gene, partial sequence"
HQ917990,336112484,RV06H852,"RV06H852|Spain: Barcelona, Vallforners",specimen_voucher|country,RV06H852,,RV06H852,,,"Pseudophilotes panoptes voucher RV06H852 histone H3 (H3) gene, partial cds"
HQ918020,336112242,RV06H852,"RV06H852|Spain: Barcelona, Vallforners",specimen_voucher|country,RV06H852,,RV06H852,,,"Pseudophilotes panoptes voucher RV06H852 wingless (wg) gene, partial cds"
JF271997,336112186,RV06H852,"RV06H852|Spain: Barcelona, Vallforners",specimen_voucher|country,RV06H852,,RV06H852,,,"Pseudophilotes panoptes voucher RV06H852 elongation factor-1 alpha (EF1a) gene, partial cds"
AY675374,56123386,NK00P753,NK00P753; N. Kandul (MCZ DNA and Tissue Collection; Harvard)|Kazakhstan,specimen_voucher|country,NK00P753; N. Kandul (MCZ DNA and Tissue Collection; Harvard),,,NK00P753, N. Kandul (MCZ DNA and Tissue Collection; Harvard),"Pseudophilotes vicrama voucher NK00P753 elongation factor-1 alpha (EF1a) gene, partial cds"
AY675421,55982732,NK00P753,NK00P753; N. Kandul (MCZ DNA and Tissue Collection; Harvard)|Kazakhstan,specimen_voucher|country,NK00P753; N. Kandul (MCZ DNA and Tissue Collection; Harvard),,,NK00P753, N. Kandul (MCZ DNA and Tissue Collection; Harvard),"Pseudophilotes vicrama voucher NK00P753 cytochrome oxidase subunit I (COI) gene, partial cds; tRNA-Leu (trnL) gene, complete sequence; and cytochrome oxidase subunit I (COII) gene, partial cds; mitochondrial"
HQ917956,336112519,NK00P753,NK00P753|Kazakhstan: Minzhylgi Mt.,specimen_voucher|country,NK00P753,,NK00P753,,,"Pseudophilotes vicrama voucher NK00P753 28S ribosomal RNA gene, partial sequence"
HQ917988,336112480,NK00P753,NK00P753|Kazakhstan: Minzhylgi Mt.,specimen_voucher|country,NK00P753,,NK00P753,,,"Pseudophilotes vicrama voucher NK00P753 histone H3 (H3) gene, partial cds"
HQ918018,336112238,NK00P753,NK00P753|Kazakhstan: Minzhylgi Mt.,specimen_voucher|country,NK00P753,,NK00P753,,,"Pseudophilotes vicrama voucher NK00P753 wingless (wg) gene, partial cds"
HQ918042,336112376,NK00P753,NK00P753|Kazakhstan: Minzhylgi Mt.,specimen_voucher|country,NK00P753,,NK00P753,,,"Pseudophilotes vicrama voucher NK00P753 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
JF860261,331256924,TLMF_Lep_02741,"TLMF Lep 02741|Switzerland: Graubunden, Riefawald/ Vals|46.618 N 9.194 E|11-Jun-2005|Schmid J.",specimen_voucher|country|lat_lon|collection_date|collected_by,TLMF Lep 02741,,TLMF Lep 02741,,,"Pyrgus andromedae voucher TLMF Lep 02741 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
MN145233,1712412354,WMB1594-13,"RVcoll.12-O611|France: Provence-Alpes-Cote d'Azur, Alpes-Maritimes, Isola|44.201 N 7.074 E|09-Aug-2012|Vlad Dinca",specimen_voucher|country|lat_lon|collection_date|identified_by,RVcoll.12-O611,,RVcoll.12-O611,,,"Pyrgus carlinae voucher RVcoll.12-O611 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
KX050114,1044883925,NHMO-06035,"NHMO-06035|Norway: Hedmark, Valer, Gravberget|60.8739 N 12.2778 E|24-Jun-2006|Sornes, Eivind|Leif Aarvik",specimen_voucher|country|lat_lon|collection_date|collected_by|identified_by,NHMO-06035,,NHMO-06035,,,"Pyrgus centaureae voucher NHMO-06035 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
KX051222,1044688959,MM00034,MM00034|Hesperiidae; Pyrginae; Pyrgus,specimen_voucher|old_lineage,MM00034,,MM00034,,,"Pyrgus malvae rRNA-processing protein FCF1-like protein gene, partial cds"
KX051205,1044688925,MM00034,MM00034|Hesperiidae; Pyrginae; Pyrgus,specimen_voucher|old_lineage,MM00034,,MM00034,,,"Pyrgus malvae exportin 1-like protein gene, partial cds"
KX051184,1044688883,MM00034,MM00034|Hesperiidae; Pyrginae; Pyrgus,specimen_voucher|old_lineage,MM00034,,MM00034,,,"Pyrgus malvae putative ATP-dependent RNA helicase DDX23 gene, partial cds"
KX051165,1044688845,MM00034,MM00034|Hesperiidae; Pyrginae; Pyrgus,specimen_voucher|old_lineage,MM00034,,MM00034,,,"Pyrgus malvae cyclin Y gene, partial cds"
KX051144,1044688803,MM00034,MM00034|Hesperiidae; Pyrginae; Pyrgus,specimen_voucher|old_lineage,MM00034,,MM00034,,,"Pyrgus malvae cullin 5-like protein gene, partial cds"
KX051124,1044688763,MM00034,MM00034|Hesperiidae; Pyrginae; Pyrgus,specimen_voucher|old_lineage,MM00034,,MM00034,,,"Pyrgus malvae chitinase gene, partial cds"
KX051084,1044688683,MM00034,MM00034|Hesperiidae; Pyrginae; Pyrgus,specimen_voucher|old_lineage,MM00034,,MM00034,,,"Pyrgus malvae sarco/endoplasmic reticulum calcium ATPase gene, partial cds"
KX051061,1044688637,MM00034,MM00034|Hesperiidae; Pyrginae; Pyrgus,specimen_voucher|old_lineage,MM00034,,MM00034,,,"Pyrgus malvae arginine kinase gene, partial cds"
KX051040,1044688595,MM00034,MM00034|Hesperiidae; Pyrginae; Pyrgus,specimen_voucher|old_lineage,MM00034,,MM00034,,,"Pyrgus malvae ankyrin repeat domain-containing protein 13C-like protein gene, partial cds"
KX051027,1044688569,MM00034,MM00034|Hesperiidae; Pyrginae; Pyrgus,specimen_voucher|old_lineage,MM00034,,MM00034,,,"Pyrgus malvae putative AFG3-like protein 2 gene, partial cds"
KX051008,1044688531,MM00034,MM00034|Hesperiidae; Pyrginae; Pyrgus,specimen_voucher|old_lineage,MM00034,,MM00034,,,"Pyrgus malvae putative AFG3-like protein 2 gene, partial cds"
KX050987,1044688489,MM00034,MM00034|Hesperiidae; Pyrginae; Pyrgus,specimen_voucher|old_lineage,MM00034,,MM00034,,,"Pyrgus malvae WD40 protein gene, partial cds"
KX050970,1044688455,MM00034,MM00034|Hesperiidae; Pyrginae; Pyrgus,specimen_voucher|old_lineage,MM00034,,MM00034,,,"Pyrgus malvae vacuolar protein sorting 4 gene, partial cds"
KX050951,1044688417,MM00034,MM00034|Hesperiidae; Pyrginae; Pyrgus,specimen_voucher|old_lineage,MM00034,,MM00034,,,"Pyrgus malvae UDPglucose_6-dehydrogenase gene, partial cds"
KX050897,1044688309,MM00034,MM00034|Hesperiidae; Pyrginae; Pyrgus,specimen_voucher|old_lineage,MM00034,,MM00034,,,"Pyrgus malvae Ssu72 RNA polymerase II CTD phosphatase gene, partial cds"
KX050879,1044688273,MM00034,MM00034|Hesperiidae; Pyrginae; Pyrgus,specimen_voucher|old_lineage,MM00034,,MM00034,,,"Pyrgus malvae sarah-like protein gene, partial cds"
KX050858,1044688231,MM00034,MM00034|Hesperiidae; Pyrginae; Pyrgus,specimen_voucher|old_lineage,MM00034,,MM00034,,,"Pyrgus malvae proteasome beta subunit gene, partial cds"
KX050835,1044688185,MM00034,MM00034|Hesperiidae; Pyrginae; Pyrgus,specimen_voucher|old_lineage,MM00034,,MM00034,,,"Pyrgus malvae suppressor of profilin 2 gene, partial cds"
KX050814,1044688143,MM00034,MM00034|Hesperiidae; Pyrginae; Pyrgus,specimen_voucher|old_lineage,MM00034,,MM00034,,,"Pyrgus malvae DNA-directed RNA polymerase II polypeptide (PolII) gene, partial cds"
KX050792,1044688099,MM00034,MM00034|Hesperiidae; Pyrginae; Pyrgus,specimen_voucher|old_lineage,MM00034,,MM00034,,,"Pyrgus malvae sorting nexin-9-like protein gene, partial cds"
GU687045,296789320,BC_ZSM_Lep_18599,"BC ZSM Lep 18599|Germany: Bavaria, Schwaben, Allgaeuer Alpen, Oberstdorf, Himmelhorn|47.3819 N 10.3761 E|18-Aug-2008|Karl Fendt",specimen_voucher|country|lat_lon|collection_date|collected_by,BC ZSM Lep 18599,,BC ZSM Lep 18599,,,"Pyrgus warrenensis voucher BC ZSM Lep 18599 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
DQ338705,85376851,EW4-2,EW4-2|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Maniolina; Pyronia,specimen_voucher|old_lineage,EW4-2,,EW4-2,,,"Pyronia cecilia voucher EW4-2 wingless (wgl) gene, partial cds"
DQ338842,85014024,EW4-2,EW4-2|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Maniolina; Pyronia,specimen_voucher|old_lineage,EW4-2,,EW4-2,,,"Pyronia cecilia voucher EW4-2 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
DQ338992,85013740,EW4-2,EW4-2|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Maniolina; Pyronia,specimen_voucher|old_lineage,EW4-2,,EW4-2,,,"Pyronia cecilia voucher EW4-2 elongation factor-1 alpha (EF1-alpha) gene, partial cds"
GQ357591,257133831,EW4-2,EW4-2|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Pyronia,specimen_voucher|old_lineage,EW4-2,,EW4-2,,,"Pyronia cecilia voucher EW4-2 ribosomal protein S5 (RpS5) gene, partial cds"
GQ357461,257133571,EW4-2,EW4-2|root; cellular organisms; Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Pyronia,specimen_voucher|old_lineage,EW4-2,,EW4-2,,,"Pyronia cecilia voucher EW4-2 glyceraldehyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
KR138754,875837859,EW4-2,EW4-2,specimen_voucher,EW4-2,,EW4-2,,,"Pyronia cecilia voucher EW4-2 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
MN752731,1852458993,NW177-13,NW177_13,specimen_voucher,NW177_13,,NW177_13,,,"Pyronia tithonus voucher NW177_13 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
AY556950,50262519,MW01027,"MW01027|Satyrium esculi Hubner, 1804|female|Spain: Ubierna (900 m), Burgos|18-Jul-2001|Martin Wiemers",specimen_voucher|authority|sex|country|collection_date|identified_by,MW01027,,MW01027,,,"Satyrium esculi voucher MW01027 cytochrome oxidase subunit I (coI) gene, partial cds; mitochondrial"
KT782725,1036115286,MM18672,"MM18672|Satyrium w-album|Finland: Regio Aboensis, Turku|60.417 N 22.279 E|Panu Vaelimaeki|Marko Mutanen",specimen_voucher|old_name|country|lat_lon|collected_by|identified_by,MM18672,,MM18672,,,"Satyrium walbum voucher MM18672 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
GQ865262,269118058,NW162-21,NW162-21,specimen_voucher,NW162-21,,NW162-21,,,"Satyrus actaea voucher NW162-21 cytosolic malate dehydrogenase (MDH) gene, partial cds"
GQ865146,269117826,NW162-21,NW162-21,specimen_voucher,NW162-21,,NW162-21,,,"Satyrus actaea voucher NW162-21 isocitrate dehydrogenase (IDH) gene, partial cds"
GQ864901,269117336,NW162-21,NW162-21,specimen_voucher,NW162-21,,NW162-21,,,"Satyrus actaea voucher NW162-21 elongation factor-1 alpha (EF-1a) gene, partial cds"
GQ864807,269117148,NW162-21,NW162-21,specimen_voucher,NW162-21,,NW162-21,,,"Satyrus actaea voucher NW162-21 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
GQ864709,269116952,NW162-21,NW162-21,specimen_voucher,NW162-21,,NW162-21,,,"Satyrus actaea voucher NW162-21 CAD (CAD) gene, partial cds"
GQ864495,269116524,NW162-21,NW162-21,specimen_voucher,NW162-21,,NW162-21,,,"Satyrus actaea voucher NW162-21 wingless (wgl) gene, partial cds"
GQ865494,269118522,NW162-21,NW162-21,specimen_voucher,NW162-21,,NW162-21,,,"Satyrus actaea voucher NW162-21 ribosomal protein S5 (RpS5) gene, partial cds"
GQ865030,269117594,NW162-21,NW162-21,specimen_voucher,NW162-21,,NW162-21,,,"Satyrus actaea voucher NW162-21 glyceraldhyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
DQ338739,85376919,EW26-21,EW26-21|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Satyrina; Satyrus,specimen_voucher|old_lineage,EW26-21,,EW26-21,,,"Satyrus ferula voucher EW26-21 wingless (wgl) gene, partial cds"
DQ338872,85014084,EW26-21,EW26-21|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Satyrina; Satyrus,specimen_voucher|old_lineage,EW26-21,,EW26-21,,,"Satyrus ferula voucher EW26-21 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
DQ339030,85013816,EW26-21,EW26-21|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Satyrina; Satyrus,specimen_voucher|old_lineage,EW26-21,,EW26-21,,,"Satyrus ferula voucher EW26-21 elongation factor-1 alpha (EF1-alpha) gene, partial cds"
AY675394,56123426,VL02L518,VL02L518; V. Lukhtanov (MCZ DNA and Tissue Collection; Harvard)|Kazakhstan,specimen_voucher|country,VL02L518; V. Lukhtanov (MCZ DNA and Tissue Collection; Harvard),,,VL02L518, V. Lukhtanov (MCZ DNA and Tissue Collection; Harvard),"Scolitantides orion voucher VL02L518 elongation factor-1 alpha (EF1a) gene, partial cds"
AY675441,55982792,VL02L518,VL02L518; V. Lukhtanov (MCZ DNA and Tissue Collection; Harvard)|Kazakhstan,specimen_voucher|country,VL02L518; V. Lukhtanov (MCZ DNA and Tissue Collection; Harvard),,,VL02L518, V. Lukhtanov (MCZ DNA and Tissue Collection; Harvard),"Scolitantides orion voucher VL02L518 cytochrome oxidase subunit I (COI) gene, partial cds; tRNA-Leu (trnL) gene, complete sequence; and cytochrome oxidase subunit I (COII) gene, partial cds; mitochondrial"
HQ917959,336112522,VL02L518,"VL02L518|Spain: Barcelona, Panta de Vallforners",specimen_voucher|country,VL02L518,,VL02L518,,,"Scolitantides orion voucher VL02L518 28S ribosomal RNA gene, partial sequence"
HQ917991,336112486,VL02L518,"VL02L518|Spain: Barcelona, Panta de Vallforners",specimen_voucher|country,VL02L518,,VL02L518,,,"Scolitantides orion voucher VL02L518 histone H3 (H3) gene, partial cds"
HQ918021,336112244,VL02L518,"VL02L518|Spain: Barcelona, Panta de Vallforners",specimen_voucher|country,VL02L518,,VL02L518,,,"Scolitantides orion voucher VL02L518 wingless (wg) gene, partial cds"
HQ918043,336112378,VL02L518,"VL02L518|Spain: Barcelona, Panta de Vallforners",specimen_voucher|country,VL02L518,,VL02L518,,,"Scolitantides orion voucher VL02L518 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
MN752814,1852459159,NW76-15,NW76_15|Speyeria aglaja,specimen_voucher|old_name,NW76_15,,NW76_15,,,"Argynnis aglaja voucher NW76_15 ribosomal protein S2 (RpS2) gene, partial cds"
KY773504,1231161432,NW76-15,NW76-15,specimen_voucher,NW76-15,,NW76-15,,,"Argynnis aglaja voucher NW76-15 ribosomal protein S5 (RPS5) gene, partial cds"
KY773399,1231161222,NW76-15,NW76-15,specimen_voucher,NW76-15,,NW76-15,,,"Argynnis aglaja voucher NW76-15 glyceraldhyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
DQ922892,115493960,NW76-15,NW76-15,specimen_voucher,NW76-15,,NW76-15,,,"Argynnis aglaja voucher NW76-15 elongation factor-1 alpha (EF-1alpha) gene, partial cds"
DQ922860,115493896,NW76-15,NW76-15,specimen_voucher,NW76-15,,NW76-15,,,"Argynnis aglaja voucher NW76-15 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
DQ922828,115493832,NW76-15,NW76-15,specimen_voucher,NW76-15,,NW76-15,,,"Argynnis aglaja voucher NW76-15 wingless (wgl) gene, partial cds"
KY045722,1109383895,390ADW,390ADW,specimen_voucher,390ADW,,390ADW,,,"Spialia sertorius voucher 390ADW carbamoylphosphate synthetase (CAD) gene, partial cds"
KY028701,1109383348,390ADW,390ADW,specimen_voucher,390ADW,,390ADW,,,"Spialia sertorius voucher 390ADW ribosomal protein S5 (RpS5) gene, partial cds"
KY028191,1109382193,390ADW,390ADW,specimen_voucher,390ADW,,390ADW,,,"Spialia sertorius voucher 390ADW malate dehydrogenase (MDH) gene, partial cds"
KY027920,1109381641,390ADW,390ADW,specimen_voucher,390ADW,,390ADW,,,"Spialia sertorius voucher 390ADW isocitrate dehydrogenase (IDH) gene, partial cds"
